order,ncr_id,source_dataset,map_status,combined_into,entity_name,rendered_shortest,current_shortest,current_short,current_normal,tier,shortest_type,shortest_source,shortest_source_url,acronym,acronym_source,area_aliases,parent_org,region,roles,org_type,weight,issues,collision_ids,nearby_collision_ids
"445","NCR11315","geocoded","published",,"FirstEnergy Utilities as agent for American Transmission Systems, Incorporated; The Cleveland Electric Illuminating Company; FirstEnergy Pennsylvania Electric Company; Jersey Central Power & Light Company; Keystone Appalachian Transmission Company; Mid-Atlantic Interstate Transmission; Monongahela Power Company; Ohio Edison Company; The Potomac Edison Company; The Toledo Edison Company; and Trans-Allegheny Interstate Line Company","FE","FE","FirstEnergy Utilities","FirstEnergy","major",,,,"FE","common_market_name","[]",,"RF","[""DP"",""GO"",""GOP"",""TO""]",,"7","[""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-franklin-electric-plant-board""]","[]"
"446","NCR12086","geocoded","published",,"2W Permian Solar, LLC","2W","2W","2W Permian Solar","2W Permian Solar","normal",,,,"2W Permian","name_initialism","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[""under_3_without_alias_evidence""]","[]","[]"
"447","NCR07222","geocoded","published",,"United Illuminating Company","UI","UI","United Illuminating","United Illuminating Company","major",,,,"UI","official_website","[]","Avangrid, Inc.","NPCC","[""DP"",""TO""]","IOU","3","[""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"448","SUP-central-coast-community-energy","supplemental","published",,"Central Coast Community Energy","CC","CC","","Central Coast Community Energy","normal",,,,"CC",,"[]",,,"[""LSE""]","cca","2","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-centralia-city-light"",""SUP-corbin-city-utilities-commission""]","[]"
"449","SUP-kalaeloa-partners-l-p","supplemental","published",,"Kalaeloa Partners, L.P.","KP","KP","","Kalaeloa Partners, L.P.","normal",,,,"KP",,"[]",,,"[""GO""]","merchant","2","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"450","SUP-lancaster-energy","supplemental","published",,"Lancaster Energy","LE","LE","","Lancaster Energy","normal",,,,"LE",,"[]",,,"[""LSE""]","cca","2","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"451","SUP-san-diego-community-power","supplemental","published",,"San Diego Community Power","SD","SD","","San Diego Community Power","normal",,,,"SD",,"[]",,,"[""LSE""]","cca","2","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"452","SUP-silicon-valley-clean-energy-authority","supplemental","published",,"Silicon Valley Clean Energy Authority","SV","SV","","Silicon Valley Clean Energy Authority","normal",,,,"SV",,"[]",,,"[""LSE""]","cca","2","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"453","SUP-albany-utilities","supplemental","published",,"Albany Utilities","AU","AU","","Albany Utilities","normal",,,,"AU",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-andalusia-utilities-board"",""SUP-athens-utilities-board""]","[]"
"454","SUP-alexander-city-light-department","supplemental","published",,"Alexander City Light Department","AC","AC","","Alexander City Light Department","normal",,,,"AC",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"455","SUP-andalusia-utilities-board","supplemental","published",,"Andalusia Utilities Board","AU","AU","","Andalusia Utilities Board","normal",,,,"AU",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-albany-utilities"",""SUP-athens-utilities-board""]","[]"
"456","SUP-athens-utilities-board","supplemental","published",,"Athens Utilities Board","AU","AU","","Athens Utilities Board","normal",,,,"AU",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-albany-utilities"",""SUP-andalusia-utilities-board""]","[]"
"457","SUP-auburn-board-of-public-works","supplemental","published",,"Auburn Board of Public Works","AB","AB","","Auburn Board of Public Works","normal",,,,"AB",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"458","SUP-barbourville-utility-commission","supplemental","published",,"Barbourville Utility Commission","BU","BU","","Barbourville Utility Commission","normal",,,,"BU",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-brownsville-utility-department""]","[]"
"459","SUP-benham-city-utilities","supplemental","published",,"Benham City Utilities","BC","BC","","Benham City Utilities","normal",,,,"BC",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-benton-county-electric-system""]","[]"
"460","SUP-benton-county-electric-system","supplemental","published",,"Benton County Electric System","BC","BC","","Benton County Electric System","normal",,,,"BC",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-benham-city-utilities""]","[]"
"461","SUP-brownsville-utility-department","supplemental","published",,"Brownsville Utility Department","BU","BU","","Brownsville Utility Department","normal",,,,"BU",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-barbourville-utility-commission""]","[]"
"462","SUP-cedar-knox-public-power-district","supplemental","published",,"Cedar-Knox Public Power District","CP","CP","","Cedar-Knox Public Power District","normal",,,,"CP",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"463","SUP-centralia-city-light","supplemental","published",,"Centralia City Light","CC","CC","","Centralia City Light","normal",,,,"CC",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-central-coast-community-energy"",""SUP-corbin-city-utilities-commission""]","[]"
"464","SUP-chimney-rock-public-power-district","supplemental","published",,"Chimney Rock Public Power District","CR","CR","","Chimney Rock Public Power District","normal",,,,"CR",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"465","SUP-constellation-newenergy-inc","supplemental","published",,"Constellation NewEnergy, Inc.","CN","CN","","Constellation NewEnergy, Inc.","normal",,,,"CN",,"[]",,,"[""PSE""]","merchant","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"466","SUP-corbin-city-utilities-commission","supplemental","published",,"Corbin City Utilities Commission","CC","CC","","Corbin City Utilities Commission","normal",,,,"CC",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-central-coast-community-energy"",""SUP-centralia-city-light""]","[]"
"467","SUP-decatur-utilities","supplemental","published",,"Decatur Utilities","DU","DU","","Decatur Utilities","normal",,,,"DU",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"468","SUP-dickson-electric-system","supplemental","published",,"Dickson Electric System","DE","DE","","Dickson Electric System","normal",,,,"DE",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-dyersburg-electric-system""]","[]"
"469","SUP-dyersburg-electric-system","supplemental","published",,"Dyersburg Electric System","DE","DE","","Dyersburg Electric System","normal",,,,"DE",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-dickson-electric-system""]","[]"
"470","SUP-elizabethton-electric-system","supplemental","published",,"Elizabethton Electric System","EE","EE","","Elizabethton Electric System","normal",,,,"EE",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"471","SUP-elkhorn-rural-public-power-district","supplemental","published",,"Elkhorn Rural Public Power District","ER","ER","","Elkhorn Rural Public Power District","normal",,,,"ER",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"472","SUP-fairburn-utilities","supplemental","published",,"Fairburn Utilities","FU","FU","","Fairburn Utilities","normal",,,,"FU",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-florence-utilities""]","[]"
"473","SUP-florence-utilities","supplemental","published",,"Florence Utilities","FU","FU","","Florence Utilities","normal",,,,"FU",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-fairburn-utilities""]","[]"
"474","SUP-franklin-electric-plant-board","supplemental","published",,"Franklin Electric Plant Board","FE","FE","","Franklin Electric Plant Board","normal",,,,"FE",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""NCR11315""]","[]"
"475","SUP-gallatin-department-of-electricity","supplemental","published",,"Gallatin Department of Electricity","GD","GD","","Gallatin Department of Electricity","normal",,,,"GD",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"476","SUP-glasgow-electric-plant-board","supplemental","published",,"Glasgow Electric Plant Board","GE","GE","","Glasgow Electric Plant Board","normal",,,,"GE",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-guntersville-electric-board""]","[]"
"477","SUP-guntersville-electric-board","supplemental","published",,"Guntersville Electric Board","GE","GE","","Guntersville Electric Board","normal",,,,"GE",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-glasgow-electric-plant-board""]","[]"
"478","NCR10107","geocoded","published",,"Kaukauna Utilities","KU","KU","Kaukauna Utilities","Kaukauna Utilities","normal",,,,"KU","official_website","[]",,"MRO","[""DP""]","municipal","1","[""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"479","SUP-north-central-public-power-district","supplemental","published",,"North Central Public Power District","NC","NC","","North Central Public Power District","normal",,,,"NC",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"480","SUP-northwest-rural-public-power-district","supplemental","published",,"Northwest Rural Public Power District","NR","NR","","Northwest Rural Public Power District","normal",,,,"NR",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"481","SUP-reedy-creek-improvement-district","supplemental","published",,"Reedy Creek Improvement District","RC","RC","","Reedy Creek Improvement District","normal",,,,"RC",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"482","SUP-riviera-utilities","supplemental","published",,"Riviera Utilities","RU","RU","","Riviera Utilities","normal",,,,"RU",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"483","SUP-scottsboro-electric-power-board","supplemental","published",,"Scottsboro Electric Power Board","SE","SE","","Scottsboro Electric Power Board","normal",,,,"SE",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"484","SUP-sheffield-utilities","supplemental","published",,"Sheffield Utilities","SU","SU","","Sheffield Utilities","normal",,,,"SU",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-sylacauga-utilities-board""]","[]"
"485","SUP-sylacauga-utilities-board","supplemental","published",,"Sylacauga Utilities Board","SU","SU","","Sylacauga Utilities Board","normal",,,,"SU",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence"",""duplicate_label""]","[""SUP-sheffield-utilities""]","[]"
"486","SUP-twin-valleys-public-power-district","supplemental","published",,"Twin Valleys Public Power District","TV","TV","","Twin Valleys Public Power District","normal",,,,"TV",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"487","SUP-wake-electric","supplemental","published",,"Wake Electric","WE","WE","","Wake Electric","normal",,,,"WE",,"[]",,,"[""DP""]","cooperative","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"488","SUP-williamstown-utility-commission","supplemental","published",,"Williamstown Utility Commission","WU","WU","","Williamstown Utility Commission","normal",,,,"WU",,"[]",,,"[""DP""]","municipal","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"489","NCR13057","geocoded","combined_member","NCR11257","DS Cornerstone LLC",,"DS","DS Cornerstone","DS Cornerstone","normal",,,,"DS Cornerstone","name_initialism","[]","Duke Energy and Sumitomo Corporation of America","MRO","[""GOP""]","merchant","2","[""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"490","SUP-turlock-irrigation-district","supplemental","source_only",,"Turlock Irrigation District",,"TI","","Turlock Irrigation District","normal",,,,"TI",,"[]",,,"[""DP""]","IOU","1","[""missing_org_names_entry"",""under_3_without_alias_evidence"",""two_letter_label_needs_alias_evidence""]","[]","[]"
"491","NCR12106","geocoded","published",,"City of Lubbock, acting through Lubbock Power and Light","LP&L","LP&L","Lubbock Power & Light","Lubbock Power & Light","normal",,,,"LP&L","official_website","[]",,"Texas RE","[""DP"",""TO"",""TOP"",""TP""]",,"13","[""legal_suffix_in_shortest""]","[]","[]"
"492","SUP-ameren-illinois","supplemental","published",,"Ameren Illinois","AI","Ameren Illinois","Ameren Illinois","Ameren Illinois","normal",,,,"Ameren Illinois",,"[]",,"RF","[""BA"",""DP"",""LSE""]","IOU","11","[""missing_org_names_entry"",""length_13_to_15""]","[]","[]"
"493","NCR12055","geocoded","published",,"Blooming Grove Wind Energy Center LLC","BG","Blooming Grove","Blooming Grove Wind","Blooming Grove Wind Energy Center","normal",,,,"Blooming Grove","common_market_name","[]","Invenergy LLC","RF","[""GO"",""GOP""]","merchant","4","[""length_13_to_15""]","[]","[]"
"494","NCR10122","geocoded","published",,"Constellation Energy Generation, LLC - Midwest Region","CNSTLL","Constellation","Constellation Midwest","Constellation Energy Midwest","major",,,,"Constellation","official_website","[]","Constellation Energy Corporation","MRO","[""GO"",""GOP""]","merchant","4","[""length_13_to_15"",""duplicate_label""]","[""NCR00778"",""NCR04057"",""NCR10390"",""NCR11216"",""NCR11325""]","[]"
"495","NCR12174","geocoded","published",,"Glacier Sands Wind Power, LLC","GS","Glacier Sands","Glacier Sands Wind","Glacier Sands Wind Power","normal",,,,"Glacier Sands","name_initialism","[]",,"SERC","[""GO"",""GOP""]",,"4","[""length_13_to_15""]","[]","[]"
"496","NCR11682","geocoded","published",,"Grande Prairie Wind, LLC","GP","Grande Prairie","Grande Prairie Wind","Grande Prairie Wind","normal",,,,"Grande Prairie","name_initialism","[]","BHE Renewables","MRO","[""GO"",""GOP""]","merchant","4","[""length_13_to_15""]","[]","[]"
"497","NCR12132","geocoded","published",,"Griffin Trail Wind, LLC","GT","Griffin Trail","Griffin Trail Wind","Griffin Trail Wind","normal",,,,"Griffin Trail","common_market_name","[]",,"Texas RE","[""GO"",""GOP""]",,"4","[""length_13_to_15""]","[]","[]"
"498","NCR13139","geocoded","published",,"Macho Springs Power I LLC","MS","Macho Springs","Macho Springs Power","Macho Springs Power","normal",,,,"Macho Springs","common_market_name","[]",,"WECC","[""GO"",""GOP""]",,"4","[""length_13_to_15""]","[]","[]"
"499","NCR12416","geocoded","published",,"Moraine Sands Wind Power LLC","MS","Moraine Sands","Moraine Sands Wind","Moraine Sands Wind Power","normal",,,,"Moraine Sands","name_initialism","[]",,"SERC","[""GO"",""GOP""]",,"4","[""length_13_to_15""]","[]","[]"
"500","NCR13491","geocoded","published",,"Pleasant Hill Wind Energy LLC","PH","Pleasant Hill","Pleasant Hill Wind","Pleasant Hill Wind Energy","normal",,,,"Pleasant Hill Wind","common_market_name","[]","Ralls Corp.","MRO","[""GO"",""GOP""]","merchant","4","[""length_13_to_15""]","[]","[]"
